REF_DATE,GEO,DGUID,Commodity,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS,longitude,latitude
1946-01,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,770.0,,,,0,1.0,1.0
1946-01,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,1818.0,,,,0,1.0,1.0
1946-02,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,625.0,,,,0,1.0,1.0
1946-02,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,1497.0,,,,0,1.0,1.0
1946-03,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,1274.0,,,,0,1.0,1.0
1946-03,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,1705.0,,,,0,1.0,1.0
1946-04,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,3427.0,,,,0,1.0,1.0
1946-04,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,3289.0,,,,0,1.0,1.0
1946-05,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,7807.0,,,,0,1.0,1.0
1946-05,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,3823.0,,,,0,1.0,1.0
1946-06,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,12775.0,,,,0,1.0,1.0
1946-06,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,4615.0,,,,0,1.0,1.0
1946-07,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,11610.0,,,,0,1.0,1.0
1946-07,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,6243.0,,,,0,1.0,1.0
1946-08,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,9813.0,,,,0,1.0,1.0
1946-08,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,4786.0,,,,0,1.0,1.0
1946-09,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,8056.0,,,,0,1.0,1.0
1946-09,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,2886.0,,,,0,1.0,1.0
1946-10,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,6152.0,,,,0,1.0,1.0
1946-10,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,2416.0,,,,0,1.0,1.0
1946-11,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,2775.0,,,,0,1.0,1.0
1946-11,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,1515.0,,,,0,1.0,1.0
1946-12,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,1180.0,,,,0,1.0,1.0
1946-12,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,1208.0,,,,0,1.0,1.0
1947-01,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,792.0,,,,0,1.0,1.0
1947-01,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,1728.0,,,,0,1.0,1.0
1947-02,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,641.0,,,,0,1.0,1.0
1947-02,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,1420.0,,,,0,1.0,1.0
1947-03,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,1172.0,,,,0,1.0,1.0
1947-03,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,1628.0,,,,0,1.0,1.0
1947-04,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,2826.0,,,,0,1.0,1.0
1947-04,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,4406.0,,,,0,1.0,1.0
1947-05,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,6231.0,,,,0,1.0,1.0
1947-05,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,5230.0,,,,0,1.0,1.0
1947-06,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,10430.0,,,,0,1.0,1.0
1947-06,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,6506.0,,,,0,1.0,1.0
1947-07,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,10150.0,,,,0,1.0,1.0
1947-07,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,9212.0,,,,0,1.0,1.0
1947-08,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,8670.0,,,,0,1.0,1.0
1947-08,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,8460.0,,,,0,1.0,1.0
1947-09,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,7100.0,,,,0,1.0,1.0
1947-09,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,5375.0,,,,0,1.0,1.0
1947-10,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,4868.0,,,,0,1.0,1.0
1947-10,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,3981.0,,,,0,1.0,1.0
1947-11,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,1815.0,,,,0,1.0,1.0
1947-11,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,2633.0,,,,0,1.0,1.0
1947-12,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,614.0,,,,0,1.0,1.0
1947-12,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,2443.0,,,,0,1.0,1.0
1948-01,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,429.0,,,,0,1.0,1.0
1948-01,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,2298.0,,,,0,1.0,1.0
1948-02,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,420.0,,,,0,1.0,1.0
1948-02,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,2271.0,,,,0,1.0,1.0
1948-03,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,764.0,,,,0,1.0,1.0
1948-03,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,3357.0,,,,0,1.0,1.0
1948-04,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,1635.0,,,,0,1.0,1.0
1948-04,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,4149.0,,,,0,1.0,1.0
1948-05,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,4505.0,,,,0,1.0,1.0
1948-05,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,5601.0,,,,0,1.0,1.0
1948-06,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,8478.0,,,,0,1.0,1.0
1948-06,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,7664.0,,,,0,1.0,1.0
1948-07,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,7857.0,,,,0,1.0,1.0
1948-07,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,9021.0,,,,0,1.0,1.0
1948-08,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,6517.0,,,,0,1.0,1.0
1948-08,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,8162.0,,,,0,1.0,1.0
1948-09,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,4994.0,,,,0,1.0,1.0
1948-09,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,5895.0,,,,0,1.0,1.0
1948-10,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,3030.0,,,,0,1.0,1.0
1948-10,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,3302.0,,,,0,1.0,1.0
1948-11,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,1204.0,,,,0,1.0,1.0
1948-11,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,2787.0,,,,0,1.0,1.0
1948-12,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,542.0,,,,0,1.0,1.0
1948-12,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,2506.0,,,,0,1.0,1.0
1949-01,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,327.0,,,,0,1.0,1.0
1949-01,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,2171.0,,,,0,1.0,1.0
1949-02,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,248.0,,,,0,1.0,1.0
1949-02,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,2330.0,,,,0,1.0,1.0
1949-03,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,631.0,,,,0,1.0,1.0
1949-03,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,3334.0,,,,0,1.0,1.0
1949-04,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,2430.0,,,,0,1.0,1.0
1949-04,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,4361.0,,,,0,1.0,1.0
1949-05,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,6699.0,,,,0,1.0,1.0
1949-05,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,6053.0,,,,0,1.0,1.0
1949-06,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,9646.0,,,,0,1.0,1.0
1949-06,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,8144.0,,,,0,1.0,1.0
1949-07,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,8660.0,,,,0,1.0,1.0
1949-07,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,8605.0,,,,0,1.0,1.0
1949-08,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,7537.0,,,,0,1.0,1.0
1949-08,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,8406.0,,,,0,1.0,1.0
1949-09,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,7044.0,,,,0,1.0,1.0
1949-09,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,4343.0,,,,0,1.0,1.0
1949-10,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,5710.0,,,,0,1.0,1.0
1949-10,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,3411.0,,,,0,1.0,1.0
1949-11,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,2879.0,,,,0,1.0,1.0
1949-11,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,2606.0,,,,0,1.0,1.0
1949-12,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,1215.0,,,,0,1.0,1.0
1949-12,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,2307.0,,,,0,1.0,1.0
1950-01,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,795.0,,,,0,1.0,1.0
1950-01,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,2108.0,,,,0,1.0,1.0
1950-02,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,580.0,,,,0,1.0,1.0
1950-02,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,2275.0,,,,0,1.0,1.0
1950-03,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,988.0,,,,0,1.0,1.0
1950-03,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,2913.0,,,,0,1.0,1.0
1950-04,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,2219.0,,,,0,1.0,1.0
1950-04,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,3615.0,,,,0,1.0,1.0
1950-05,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,5033.0,,,,0,1.0,1.0
1950-05,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,6103.0,,,,0,1.0,1.0
1950-06,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,8433.0,,,,0,1.0,1.0
1950-06,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,7447.0,,,,0,1.0,1.0
1950-07,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,7360.0,,,,0,1.0,1.0
1950-07,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,8144.0,,,,0,1.0,1.0
1950-08,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,6413.0,,,,0,1.0,1.0
1950-08,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,7727.0,,,,0,1.0,1.0
1950-09,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,5474.0,,,,0,1.0,1.0
1950-09,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,4569.0,,,,0,1.0,1.0
1950-10,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,3640.0,,,,0,1.0,1.0
1950-10,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,3447.0,,,,0,1.0,1.0
1950-11,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,1939.0,,,,0,1.0,1.0
1950-11,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,2913.0,,,,0,1.0,1.0
1950-12,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,1415.0,,,,0,1.0,1.0
1950-12,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,2624.0,,,,0,1.0,1.0
1951-01,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,958.0,,,,0,1.0,1.0
1951-01,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,2551.0,,,,0,1.0,1.0
1951-02,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,603.0,,,,0,1.0,1.0
1951-02,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,2524.0,,,,0,1.0,1.0
1951-03,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,830.0,,,,0,1.0,1.0
1951-03,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,3370.0,,,,0,1.0,1.0
1951-04,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,1817.0,,,,0,1.0,1.0
1951-04,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,4221.0,,,,0,1.0,1.0
1951-05,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,4236.0,,,,0,1.0,1.0
1951-05,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,6651.0,,,,0,1.0,1.0
1951-06,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,6687.0,,,,0,1.0,1.0
1951-06,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,7384.0,,,,0,1.0,1.0
1951-07,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,6326.0,,,,0,1.0,1.0
1951-07,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,8877.0,,,,0,1.0,1.0
1951-08,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,6274.0,,,,0,1.0,1.0
1951-08,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,7773.0,,,,0,1.0,1.0
1951-09,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,5519.0,,,,0,1.0,1.0
1951-09,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,4886.0,,,,0,1.0,1.0
1951-10,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,4289.0,,,,0,1.0,1.0
1951-10,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,3664.0,,,,0,1.0,1.0
1951-11,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,1792.0,,,,0,1.0,1.0
1951-11,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,2759.0,,,,0,1.0,1.0
1951-12,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,935.0,,,,0,1.0,1.0
1951-12,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,2723.0,,,,0,1.0,1.0
1952-01,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,533.0,,,,0,1.0,1.0
1952-01,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,2579.0,,,,0,1.0,1.0
1952-02,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,492.0,,,,0,1.0,1.0
1952-02,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,3022.0,,,,0,1.0,1.0
1952-03,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,834.0,,,,0,1.0,1.0
1952-03,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,3492.0,,,,0,1.0,1.0
1952-04,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,1888.0,,,,0,1.0,1.0
1952-04,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,4954.0,,,,0,1.0,1.0
1952-05,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,3515.0,,,,0,1.0,1.0
1952-05,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,6243.0,,,,0,1.0,1.0
1952-06,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,5028.0,,,,0,1.0,1.0
1952-06,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,7492.0,,,,0,1.0,1.0
1952-07,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,4416.0,,,,0,1.0,1.0
1952-07,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,10266.0,,,,0,1.0,1.0
1952-08,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,4362.0,,,,0,1.0,1.0
1952-08,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,7890.0,,,,0,1.0,1.0
1952-09,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,4055.0,,,,0,1.0,1.0
1952-09,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,5687.0,,,,0,1.0,1.0
1952-10,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,3176.0,,,,0,1.0,1.0
1952-10,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,3719.0,,,,0,1.0,1.0
1952-11,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,1555.0,,,,0,1.0,1.0
1952-11,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,3013.0,,,,0,1.0,1.0
1952-12,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,901.0,,,,0,1.0,1.0
1952-12,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,3302.0,,,,0,1.0,1.0
1953-01,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,846.0,,,,0,1.0,1.0
1953-01,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,2796.0,,,,0,1.0,1.0
1953-02,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,774.0,,,,0,1.0,1.0
1953-02,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,2972.0,,,,0,1.0,1.0
1953-03,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,1317.0,,,,0,1.0,1.0
1953-03,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,3877.0,,,,0,1.0,1.0
1953-04,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,2527.0,,,,0,1.0,1.0
1953-04,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,4805.0,,,,0,1.0,1.0
1953-05,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,4207.0,,,,0,1.0,1.0
1953-05,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,6687.0,,,,0,1.0,1.0
1953-06,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,5668.0,,,,0,1.0,1.0
1953-06,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,8098.0,,,,0,1.0,1.0
1953-07,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,4942.0,,,,0,1.0,1.0
1953-07,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,10352.0,,,,0,1.0,1.0
1953-08,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,4536.0,,,,0,1.0,1.0
1953-08,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,8406.0,,,,0,1.0,1.0
1953-09,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,3817.0,,,,0,1.0,1.0
1953-09,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,6366.0,,,,0,1.0,1.0
1953-10,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,3249.0,,,,0,1.0,1.0
1953-10,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,3945.0,,,,0,1.0,1.0
1953-11,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,1753.0,,,,0,1.0,1.0
1953-11,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,3429.0,,,,0,1.0,1.0
1953-12,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,1170.0,,,,0,1.0,1.0
1953-12,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,3438.0,,,,0,1.0,1.0
1954-01,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,904.0,,,,0,1.0,1.0
1954-01,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,2470.0,,,,0,1.0,1.0
1954-02,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,850.0,,,,0,1.0,1.0
1954-02,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,3031.0,,,,0,1.0,1.0
1954-03,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,1426.0,,,,0,1.0,1.0
1954-03,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,4117.0,,,,0,1.0,1.0
1954-04,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,2302.0,,,,0,1.0,1.0
1954-04,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,4719.0,,,,0,1.0,1.0
1954-05,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,4276.0,,,,0,1.0,1.0
1954-05,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,6678.0,,,,0,1.0,1.0
1954-06,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,6277.0,,,,0,1.0,1.0
1954-06,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,8691.0,,,,0,1.0,1.0
1954-07,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,5840.0,,,,0,1.0,1.0
1954-07,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,9926.0,,,,0,1.0,1.0
1954-08,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,5412.0,,,,0,1.0,1.0
1954-08,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,8442.0,,,,0,1.0,1.0
1954-09,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,4693.0,,,,0,1.0,1.0
1954-09,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,5366.0,,,,0,1.0,1.0
1954-10,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,3529.0,,,,0,1.0,1.0
1954-10,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,4054.0,,,,0,1.0,1.0
1954-11,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,1986.0,,,,0,1.0,1.0
1954-11,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,3814.0,,,,0,1.0,1.0
1954-12,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,1211.0,,,,0,1.0,1.0
1954-12,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,3483.0,,,,0,1.0,1.0
1955-01,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,894.0,,,,0,1.0,1.0
