REF_DATE,GEO,DGUID,Dairy distribution,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS,longitude,latitude
1981-07,Quebec,2016A000224,Delivered as cream,Kilolitres,195,units ,0,v382197,6.7,132.0,,,t,0,-68,54
1981-07,Ontario,2016A000235,"Milk sold off farms, total",Kilolitres,195,units ,0,v382201,7.4,229822.0,,,,0,-85,49
1981-07,Ontario,2016A000235,Fluid purposes,Kilolitres,195,units ,0,v382202,7.5,84608.0,,,,0,-85,49
1981-07,Ontario,2016A000235,Industrial purposes,Kilolitres,195,units ,0,v382203,7.6,135628.0,,,,0,-85,49
1981-07,Ontario,2016A000235,Delivered as cream,Kilolitres,195,units ,0,v382204,7.7,9586.0,,,t,0,-85,49
1981-07,Manitoba,2016A000246,"Milk sold off farms, total",Kilolitres,195,units ,0,v382208,8.4,26212.0,,,,0,-95,54
1981-07,Manitoba,2016A000246,Fluid purposes,Kilolitres,195,units ,0,v382209,8.5,9047.0,,,,0,-95,54
1981-07,Manitoba,2016A000246,Industrial purposes,Kilolitres,195,units ,0,v382210,8.6,13458.0,,,,0,-95,54
1981-07,Manitoba,2016A000246,Delivered as cream,Kilolitres,195,units ,0,v382211,8.7,3707.0,,,t,0,-95,54
1981-07,Saskatchewan,2016A000247,"Milk sold off farms, total",Kilolitres,195,units ,0,v382215,9.4,20842.0,,,,0,-106,54
1981-07,Saskatchewan,2016A000247,Fluid purposes,Kilolitres,195,units ,0,v382216,9.5,8216.0,,,,0,-106,54
1981-07,Saskatchewan,2016A000247,Industrial purposes,Kilolitres,195,units ,0,v382217,9.6,8584.0,,,,0,-106,54
1981-07,Saskatchewan,2016A000247,Delivered as cream,Kilolitres,195,units ,0,v382218,9.7,4042.0,,,t,0,-106,54
1981-07,Alberta,2016A000248,"Milk sold off farms, total",Kilolitres,195,units ,0,v382222,10.4,53546.0,,,,0,-115,54
1981-07,Alberta,2016A000248,Fluid purposes,Kilolitres,195,units ,0,v382223,10.5,22010.0,,,,0,-115,54
1981-07,Alberta,2016A000248,Industrial purposes,Kilolitres,195,units ,0,v382224,10.6,25870.0,,,,0,-115,54
1981-07,Alberta,2016A000248,Delivered as cream,Kilolitres,195,units ,0,v382225,10.7,5666.0,,,t,0,-115,54
1981-07,British Columbia,2016A000259,"Milk sold off farms, total",Kilolitres,195,units ,0,v382162,11.4,40853.0,,,,0,-127,54
1981-07,British Columbia,2016A000259,Fluid purposes,Kilolitres,195,units ,0,v382163,11.5,26704.0,,,,0,-127,54
1981-07,British Columbia,2016A000259,Industrial purposes,Kilolitres,195,units ,0,v382164,11.6,14018.0,,,,0,-127,54
1981-07,British Columbia,2016A000259,Delivered as cream,Kilolitres,195,units ,0,v382165,11.7,131.0,,,t,0,-127,54
1981-08,Canada,2016A000011124,"Milk sold off farms, total",Kilolitres,195,units ,0,v382155,1.4,679719.0,,,,0,1,1
1981-08,Canada,2016A000011124,Fluid purposes,Kilolitres,195,units ,0,v382156,1.5,210951.0,,,,0,1,1
1981-08,Canada,2016A000011124,Industrial purposes,Kilolitres,195,units ,0,v382157,1.6,445947.0,,,,0,1,1
1981-08,Canada,2016A000011124,Delivered as cream,Kilolitres,195,units ,0,v382158,1.7,22821.0,,,t,0,1,1
1981-08,Newfoundland and Labrador,2016A000210,"Milk sold off farms, total",Kilolitres,195,units ,0,v382166,2.4,903.0,,,,0,-60,53
1981-08,Newfoundland and Labrador,2016A000210,Fluid purposes,Kilolitres,195,units ,0,v382167,2.5,903.0,,,,0,-60,53
1981-08,Newfoundland and Labrador,2016A000210,Industrial purposes,Kilolitres,195,units ,0,v382168,2.6,0.0,,,,0,-60,53
1981-08,Newfoundland and Labrador,2016A000210,Delivered as cream,Kilolitres,195,units ,0,v382169,2.7,0.0,,,t,0,-60,53
1981-08,Prince Edward Island,2016A000211,"Milk sold off farms, total",Kilolitres,195,units ,0,v382173,3.4,10988.0,,,,0,-63,-1
1981-08,Prince Edward Island,2016A000211,Fluid purposes,Kilolitres,195,units ,0,v382174,3.5,1275.0,,,,0,-63,-1
1981-08,Prince Edward Island,2016A000211,Industrial purposes,Kilolitres,195,units ,0,v382175,3.6,8655.0,,,,0,-63,-1
1981-08,Prince Edward Island,2016A000211,Delivered as cream,Kilolitres,195,units ,0,v382176,3.7,1058.0,,,t,0,-63,-1
1981-08,Nova Scotia,2016A000212,"Milk sold off farms, total",Kilolitres,195,units ,0,v382180,4.4,15393.0,,,,0,-63,45
1981-08,Nova Scotia,2016A000212,Fluid purposes,Kilolitres,195,units ,0,v382181,4.5,8961.0,,,,0,-63,45
1981-08,Nova Scotia,2016A000212,Industrial purposes,Kilolitres,195,units ,0,v382182,4.6,5852.0,,,,0,-63,45
1981-08,Nova Scotia,2016A000212,Delivered as cream,Kilolitres,195,units ,0,v382183,4.7,580.0,,,t,0,-63,45
1981-08,New Brunswick,2016A000213,"Milk sold off farms, total",Kilolitres,195,units ,0,v382187,5.4,11116.0,,,,0,-66,46
1981-08,New Brunswick,2016A000213,Fluid purposes,Kilolitres,195,units ,0,v382188,5.5,5545.0,,,,0,-66,46
1981-08,New Brunswick,2016A000213,Industrial purposes,Kilolitres,195,units ,0,v382189,5.6,4551.0,,,,0,-66,46
1981-08,New Brunswick,2016A000213,Delivered as cream,Kilolitres,195,units ,0,v382190,5.7,1020.0,,,t,0,-66,46
1981-08,Quebec,2016A000224,"Milk sold off farms, total",Kilolitres,195,units ,0,v382194,6.4,283238.0,,,,0,-68,54
1981-08,Quebec,2016A000224,Fluid purposes,Kilolitres,195,units ,0,v382195,6.5,49679.0,,,,0,-68,54
1981-08,Quebec,2016A000224,Industrial purposes,Kilolitres,195,units ,0,v382196,6.6,233452.0,,,,0,-68,54
1981-08,Quebec,2016A000224,Delivered as cream,Kilolitres,195,units ,0,v382197,6.7,107.0,,,t,0,-68,54
1981-08,Ontario,2016A000235,"Milk sold off farms, total",Kilolitres,195,units ,0,v382201,7.4,223274.0,,,,0,-85,49
1981-08,Ontario,2016A000235,Fluid purposes,Kilolitres,195,units ,0,v382202,7.5,82120.0,,,,0,-85,49
1981-08,Ontario,2016A000235,Industrial purposes,Kilolitres,195,units ,0,v382203,7.6,132348.0,,,,0,-85,49
1981-08,Ontario,2016A000235,Delivered as cream,Kilolitres,195,units ,0,v382204,7.7,8806.0,,,t,0,-85,49
1981-08,Manitoba,2016A000246,"Milk sold off farms, total",Kilolitres,195,units ,0,v382208,8.4,24559.0,,,,0,-95,54
1981-08,Manitoba,2016A000246,Fluid purposes,Kilolitres,195,units ,0,v382209,8.5,8607.0,,,,0,-95,54
1981-08,Manitoba,2016A000246,Industrial purposes,Kilolitres,195,units ,0,v382210,8.6,12897.0,,,,0,-95,54
1981-08,Manitoba,2016A000246,Delivered as cream,Kilolitres,195,units ,0,v382211,8.7,3055.0,,,t,0,-95,54
1981-08,Saskatchewan,2016A000247,"Milk sold off farms, total",Kilolitres,195,units ,0,v382215,9.4,19290.0,,,,0,-106,54
1981-08,Saskatchewan,2016A000247,Fluid purposes,Kilolitres,195,units ,0,v382216,9.5,7832.0,,,,0,-106,54
1981-08,Saskatchewan,2016A000247,Industrial purposes,Kilolitres,195,units ,0,v382217,9.6,8217.0,,,,0,-106,54
1981-08,Saskatchewan,2016A000247,Delivered as cream,Kilolitres,195,units ,0,v382218,9.7,3241.0,,,t,0,-106,54
1981-08,Alberta,2016A000248,"Milk sold off farms, total",Kilolitres,195,units ,0,v382222,10.4,50648.0,,,,0,-115,54
1981-08,Alberta,2016A000248,Fluid purposes,Kilolitres,195,units ,0,v382223,10.5,20420.0,,,,0,-115,54
1981-08,Alberta,2016A000248,Industrial purposes,Kilolitres,195,units ,0,v382224,10.6,25393.0,,,,0,-115,54
1981-08,Alberta,2016A000248,Delivered as cream,Kilolitres,195,units ,0,v382225,10.7,4835.0,,,t,0,-115,54
1981-08,British Columbia,2016A000259,"Milk sold off farms, total",Kilolitres,195,units ,0,v382162,11.4,40310.0,,,,0,-127,54
1981-08,British Columbia,2016A000259,Fluid purposes,Kilolitres,195,units ,0,v382163,11.5,25609.0,,,,0,-127,54
1981-08,British Columbia,2016A000259,Industrial purposes,Kilolitres,195,units ,0,v382164,11.6,14582.0,,,,0,-127,54
1981-08,British Columbia,2016A000259,Delivered as cream,Kilolitres,195,units ,0,v382165,11.7,119.0,,,t,0,-127,54
1981-09,Canada,2016A000011124,"Milk sold off farms, total",Kilolitres,195,units ,0,v382155,1.4,619944.0,,,,0,1,1
1981-09,Canada,2016A000011124,Fluid purposes,Kilolitres,195,units ,0,v382156,1.5,217246.0,,,,0,1,1
1981-09,Canada,2016A000011124,Industrial purposes,Kilolitres,195,units ,0,v382157,1.6,381455.0,,,,0,1,1
1981-09,Canada,2016A000011124,Delivered as cream,Kilolitres,195,units ,0,v382158,1.7,21243.0,,,t,0,1,1
1981-09,Newfoundland and Labrador,2016A000210,"Milk sold off farms, total",Kilolitres,195,units ,0,v382166,2.4,864.0,,,,0,-60,53
1981-09,Newfoundland and Labrador,2016A000210,Fluid purposes,Kilolitres,195,units ,0,v382167,2.5,864.0,,,,0,-60,53
1981-09,Newfoundland and Labrador,2016A000210,Industrial purposes,Kilolitres,195,units ,0,v382168,2.6,0.0,,,,0,-60,53
1981-09,Newfoundland and Labrador,2016A000210,Delivered as cream,Kilolitres,195,units ,0,v382169,2.7,0.0,,,t,0,-60,53
1981-09,Prince Edward Island,2016A000211,"Milk sold off farms, total",Kilolitres,195,units ,0,v382173,3.4,9505.0,,,,0,-63,-1
1981-09,Prince Edward Island,2016A000211,Fluid purposes,Kilolitres,195,units ,0,v382174,3.5,1095.0,,,,0,-63,-1
1981-09,Prince Edward Island,2016A000211,Industrial purposes,Kilolitres,195,units ,0,v382175,3.6,7524.0,,,,0,-63,-1
1981-09,Prince Edward Island,2016A000211,Delivered as cream,Kilolitres,195,units ,0,v382176,3.7,886.0,,,t,0,-63,-1
1981-09,Nova Scotia,2016A000212,"Milk sold off farms, total",Kilolitres,195,units ,0,v382180,4.4,14684.0,,,,0,-63,45
1981-09,Nova Scotia,2016A000212,Fluid purposes,Kilolitres,195,units ,0,v382181,4.5,8980.0,,,,0,-63,45
1981-09,Nova Scotia,2016A000212,Industrial purposes,Kilolitres,195,units ,0,v382182,4.6,5151.0,,,,0,-63,45
1981-09,Nova Scotia,2016A000212,Delivered as cream,Kilolitres,195,units ,0,v382183,4.7,553.0,,,t,0,-63,45
1981-09,New Brunswick,2016A000213,"Milk sold off farms, total",Kilolitres,195,units ,0,v382187,5.4,10551.0,,,,0,-66,46
1981-09,New Brunswick,2016A000213,Fluid purposes,Kilolitres,195,units ,0,v382188,5.5,5752.0,,,,0,-66,46
1981-09,New Brunswick,2016A000213,Industrial purposes,Kilolitres,195,units ,0,v382189,5.6,3870.0,,,,0,-66,46
1981-09,New Brunswick,2016A000213,Delivered as cream,Kilolitres,195,units ,0,v382190,5.7,929.0,,,t,0,-66,46
1981-09,Quebec,2016A000224,"Milk sold off farms, total",Kilolitres,195,units ,0,v382194,6.4,252163.0,,,,0,-68,54
1981-09,Quebec,2016A000224,Fluid purposes,Kilolitres,195,units ,0,v382195,6.5,50437.0,,,,0,-68,54
1981-09,Quebec,2016A000224,Industrial purposes,Kilolitres,195,units ,0,v382196,6.6,201616.0,,,,0,-68,54
1981-09,Quebec,2016A000224,Delivered as cream,Kilolitres,195,units ,0,v382197,6.7,110.0,,,t,0,-68,54
1981-09,Ontario,2016A000235,"Milk sold off farms, total",Kilolitres,195,units ,0,v382201,7.4,205538.0,,,,0,-85,49
1981-09,Ontario,2016A000235,Fluid purposes,Kilolitres,195,units ,0,v382202,7.5,83366.0,,,,0,-85,49
1981-09,Ontario,2016A000235,Industrial purposes,Kilolitres,195,units ,0,v382203,7.6,113642.0,,,,0,-85,49
1981-09,Ontario,2016A000235,Delivered as cream,Kilolitres,195,units ,0,v382204,7.7,8530.0,,,t,0,-85,49
1981-09,Manitoba,2016A000246,"Milk sold off farms, total",Kilolitres,195,units ,0,v382208,8.4,23152.0,,,,0,-95,54
1981-09,Manitoba,2016A000246,Fluid purposes,Kilolitres,195,units ,0,v382209,8.5,9037.0,,,,0,-95,54
1981-09,Manitoba,2016A000246,Industrial purposes,Kilolitres,195,units ,0,v382210,8.6,11304.0,,,,0,-95,54
1981-09,Manitoba,2016A000246,Delivered as cream,Kilolitres,195,units ,0,v382211,8.7,2811.0,,,t,0,-95,54
1981-09,Saskatchewan,2016A000247,"Milk sold off farms, total",Kilolitres,195,units ,0,v382215,9.4,17659.0,,,,0,-106,54
1981-09,Saskatchewan,2016A000247,Fluid purposes,Kilolitres,195,units ,0,v382216,9.5,8492.0,,,,0,-106,54
1981-09,Saskatchewan,2016A000247,Industrial purposes,Kilolitres,195,units ,0,v382217,9.6,6198.0,,,,0,-106,54
1981-09,Saskatchewan,2016A000247,Delivered as cream,Kilolitres,195,units ,0,v382218,9.7,2969.0,,,t,0,-106,54
1981-09,Alberta,2016A000248,"Milk sold off farms, total",Kilolitres,195,units ,0,v382222,10.4,46906.0,,,,0,-115,54
1981-09,Alberta,2016A000248,Fluid purposes,Kilolitres,195,units ,0,v382223,10.5,22467.0,,,,0,-115,54
1981-09,Alberta,2016A000248,Industrial purposes,Kilolitres,195,units ,0,v382224,10.6,20092.0,,,,0,-115,54
1981-09,Alberta,2016A000248,Delivered as cream,Kilolitres,195,units ,0,v382225,10.7,4347.0,,,t,0,-115,54
1981-09,British Columbia,2016A000259,"Milk sold off farms, total",Kilolitres,195,units ,0,v382162,11.4,38922.0,,,,0,-127,54
1981-09,British Columbia,2016A000259,Fluid purposes,Kilolitres,195,units ,0,v382163,11.5,26756.0,,,,0,-127,54
1981-09,British Columbia,2016A000259,Industrial purposes,Kilolitres,195,units ,0,v382164,11.6,12058.0,,,,0,-127,54
1981-09,British Columbia,2016A000259,Delivered as cream,Kilolitres,195,units ,0,v382165,11.7,108.0,,,t,0,-127,54
1981-10,Canada,2016A000011124,"Milk sold off farms, total",Kilolitres,195,units ,0,v382155,1.4,578873.0,,,,0,1,1
1981-10,Canada,2016A000011124,Fluid purposes,Kilolitres,195,units ,0,v382156,1.5,235491.0,,,,0,1,1
1981-10,Canada,2016A000011124,Industrial purposes,Kilolitres,195,units ,0,v382157,1.6,325564.0,,,,0,1,1
1981-10,Canada,2016A000011124,Delivered as cream,Kilolitres,195,units ,0,v382158,1.7,17818.0,,,t,0,1,1
1981-10,Newfoundland and Labrador,2016A000210,"Milk sold off farms, total",Kilolitres,195,units ,0,v382166,2.4,784.0,,,,0,-60,53
1981-10,Newfoundland and Labrador,2016A000210,Fluid purposes,Kilolitres,195,units ,0,v382167,2.5,784.0,,,,0,-60,53
1981-10,Newfoundland and Labrador,2016A000210,Industrial purposes,Kilolitres,195,units ,0,v382168,2.6,0.0,,,,0,-60,53
1981-10,Newfoundland and Labrador,2016A000210,Delivered as cream,Kilolitres,195,units ,0,v382169,2.7,0.0,,,t,0,-60,53
1981-10,Prince Edward Island,2016A000211,"Milk sold off farms, total",Kilolitres,195,units ,0,v382173,3.4,8018.0,,,,0,-63,-1
1981-10,Prince Edward Island,2016A000211,Fluid purposes,Kilolitres,195,units ,0,v382174,3.5,1164.0,,,,0,-63,-1
1981-10,Prince Edward Island,2016A000211,Industrial purposes,Kilolitres,195,units ,0,v382175,3.6,6160.0,,,,0,-63,-1
1981-10,Prince Edward Island,2016A000211,Delivered as cream,Kilolitres,195,units ,0,v382176,3.7,694.0,,,t,0,-63,-1
1981-10,Nova Scotia,2016A000212,"Milk sold off farms, total",Kilolitres,195,units ,0,v382180,4.4,14321.0,,,,0,-63,45
1981-10,Nova Scotia,2016A000212,Fluid purposes,Kilolitres,195,units ,0,v382181,4.5,9326.0,,,,0,-63,45
1981-10,Nova Scotia,2016A000212,Industrial purposes,Kilolitres,195,units ,0,v382182,4.6,4485.0,,,,0,-63,45
1981-10,Nova Scotia,2016A000212,Delivered as cream,Kilolitres,195,units ,0,v382183,4.7,510.0,,,t,0,-63,45
1981-10,New Brunswick,2016A000213,"Milk sold off farms, total",Kilolitres,195,units ,0,v382187,5.4,9883.0,,,,0,-66,46
1981-10,New Brunswick,2016A000213,Fluid purposes,Kilolitres,195,units ,0,v382188,5.5,6010.0,,,,0,-66,46
1981-10,New Brunswick,2016A000213,Industrial purposes,Kilolitres,195,units ,0,v382189,5.6,3178.0,,,,0,-66,46
1981-10,New Brunswick,2016A000213,Delivered as cream,Kilolitres,195,units ,0,v382190,5.7,695.0,,,t,0,-66,46
1981-10,Quebec,2016A000224,"Milk sold off farms, total",Kilolitres,195,units ,0,v382194,6.4,227028.0,,,,0,-68,54
1981-10,Quebec,2016A000224,Fluid purposes,Kilolitres,195,units ,0,v382195,6.5,58300.0,,,,0,-68,54
1981-10,Quebec,2016A000224,Industrial purposes,Kilolitres,195,units ,0,v382196,6.6,168657.0,,,,0,-68,54
1981-10,Quebec,2016A000224,Delivered as cream,Kilolitres,195,units ,0,v382197,6.7,71.0,,,t,0,-68,54
1981-10,Ontario,2016A000235,"Milk sold off farms, total",Kilolitres,195,units ,0,v382201,7.4,195905.0,,,,0,-85,49
1981-10,Ontario,2016A000235,Fluid purposes,Kilolitres,195,units ,0,v382202,7.5,89959.0,,,,0,-85,49
1981-10,Ontario,2016A000235,Industrial purposes,Kilolitres,195,units ,0,v382203,7.6,98513.0,,,,0,-85,49
1981-10,Ontario,2016A000235,Delivered as cream,Kilolitres,195,units ,0,v382204,7.7,7433.0,,,t,0,-85,49
1981-10,Manitoba,2016A000246,"Milk sold off farms, total",Kilolitres,195,units ,0,v382208,8.4,22121.0,,,,0,-95,54
1981-10,Manitoba,2016A000246,Fluid purposes,Kilolitres,195,units ,0,v382209,8.5,9573.0,,,,0,-95,54
1981-10,Manitoba,2016A000246,Industrial purposes,Kilolitres,195,units ,0,v382210,8.6,10307.0,,,,0,-95,54
1981-10,Manitoba,2016A000246,Delivered as cream,Kilolitres,195,units ,0,v382211,8.7,2241.0,,,t,0,-95,54
1981-10,Saskatchewan,2016A000247,"Milk sold off farms, total",Kilolitres,195,units ,0,v382215,9.4,16762.0,,,,0,-106,54
1981-10,Saskatchewan,2016A000247,Fluid purposes,Kilolitres,195,units ,0,v382216,9.5,8937.0,,,,0,-106,54
1981-10,Saskatchewan,2016A000247,Industrial purposes,Kilolitres,195,units ,0,v382217,9.6,5352.0,,,,0,-106,54
1981-10,Saskatchewan,2016A000247,Delivered as cream,Kilolitres,195,units ,0,v382218,9.7,2473.0,,,t,0,-106,54
1981-10,Alberta,2016A000248,"Milk sold off farms, total",Kilolitres,195,units ,0,v382222,10.4,45339.0,,,,0,-115,54
1981-10,Alberta,2016A000248,Fluid purposes,Kilolitres,195,units ,0,v382223,10.5,23849.0,,,,0,-115,54
1981-10,Alberta,2016A000248,Industrial purposes,Kilolitres,195,units ,0,v382224,10.6,17875.0,,,,0,-115,54
1981-10,Alberta,2016A000248,Delivered as cream,Kilolitres,195,units ,0,v382225,10.7,3615.0,,,t,0,-115,54
1981-10,British Columbia,2016A000259,"Milk sold off farms, total",Kilolitres,195,units ,0,v382162,11.4,38712.0,,,,0,-127,54
1981-10,British Columbia,2016A000259,Fluid purposes,Kilolitres,195,units ,0,v382163,11.5,27589.0,,,,0,-127,54
1981-10,British Columbia,2016A000259,Industrial purposes,Kilolitres,195,units ,0,v382164,11.6,11037.0,,,,0,-127,54
1981-10,British Columbia,2016A000259,Delivered as cream,Kilolitres,195,units ,0,v382165,11.7,86.0,,,t,0,-127,54
1981-11,Canada,2016A000011124,"Milk sold off farms, total",Kilolitres,195,units ,0,v382155,1.4,523761.0,,,,0,1,1
1981-11,Canada,2016A000011124,Fluid purposes,Kilolitres,195,units ,0,v382156,1.5,217863.0,,,,0,1,1
1981-11,Canada,2016A000011124,Industrial purposes,Kilolitres,195,units ,0,v382157,1.6,292228.0,,,,0,1,1
1981-11,Canada,2016A000011124,Delivered as cream,Kilolitres,195,units ,0,v382158,1.7,13670.0,,,t,0,1,1
1981-11,Newfoundland and Labrador,2016A000210,"Milk sold off farms, total",Kilolitres,195,units ,0,v382166,2.4,697.0,,,,0,-60,53
1981-11,Newfoundland and Labrador,2016A000210,Fluid purposes,Kilolitres,195,units ,0,v382167,2.5,697.0,,,,0,-60,53
1981-11,Newfoundland and Labrador,2016A000210,Industrial purposes,Kilolitres,195,units ,0,v382168,2.6,0.0,,,,0,-60,53
1981-11,Newfoundland and Labrador,2016A000210,Delivered as cream,Kilolitres,195,units ,0,v382169,2.7,0.0,,,t,0,-60,53
1981-11,Prince Edward Island,2016A000211,"Milk sold off farms, total",Kilolitres,195,units ,0,v382173,3.4,6803.0,,,,0,-63,-1
1981-11,Prince Edward Island,2016A000211,Fluid purposes,Kilolitres,195,units ,0,v382174,3.5,1054.0,,,,0,-63,-1
1981-11,Prince Edward Island,2016A000211,Industrial purposes,Kilolitres,195,units ,0,v382175,3.6,5219.0,,,,0,-63,-1
1981-11,Prince Edward Island,2016A000211,Delivered as cream,Kilolitres,195,units ,0,v382176,3.7,530.0,,,t,0,-63,-1
1981-11,Nova Scotia,2016A000212,"Milk sold off farms, total",Kilolitres,195,units ,0,v382180,4.4,13618.0,,,,0,-63,45
1981-11,Nova Scotia,2016A000212,Fluid purposes,Kilolitres,195,units ,0,v382181,4.5,8954.0,,,,0,-63,45
1981-11,Nova Scotia,2016A000212,Industrial purposes,Kilolitres,195,units ,0,v382182,4.6,4281.0,,,,0,-63,45
1981-11,Nova Scotia,2016A000212,Delivered as cream,Kilolitres,195,units ,0,v382183,4.7,383.0,,,t,0,-63,45
1981-11,New Brunswick,2016A000213,"Milk sold off farms, total",Kilolitres,195,units ,0,v382187,5.4,9234.0,,,,0,-66,46
1981-11,New Brunswick,2016A000213,Fluid purposes,Kilolitres,195,units ,0,v382188,5.5,5670.0,,,,0,-66,46
1981-11,New Brunswick,2016A000213,Industrial purposes,Kilolitres,195,units ,0,v382189,5.6,3092.0,,,,0,-66,46
1981-11,New Brunswick,2016A000213,Delivered as cream,Kilolitres,195,units ,0,v382190,5.7,472.0,,,t,0,-66,46
1981-11,Quebec,2016A000224,"Milk sold off farms, total",Kilolitres,195,units ,0,v382194,6.4,195870.0,,,,0,-68,54
1981-11,Quebec,2016A000224,Fluid purposes,Kilolitres,195,units ,0,v382195,6.5,54129.0,,,,0,-68,54
1981-11,Quebec,2016A000224,Industrial purposes,Kilolitres,195,units ,0,v382196,6.6,141698.0,,,,0,-68,54
1981-11,Quebec,2016A000224,Delivered as cream,Kilolitres,195,units ,0,v382197,6.7,43.0,,,t,0,-68,54
1981-11,Ontario,2016A000235,"Milk sold off farms, total",Kilolitres,195,units ,0,v382201,7.4,181334.0,,,,0,-85,49
1981-11,Ontario,2016A000235,Fluid purposes,Kilolitres,195,units ,0,v382202,7.5,81813.0,,,,0,-85,49
1981-11,Ontario,2016A000235,Industrial purposes,Kilolitres,195,units ,0,v382203,7.6,93554.0,,,,0,-85,49
1981-11,Ontario,2016A000235,Delivered as cream,Kilolitres,195,units ,0,v382204,7.7,5967.0,,,t,0,-85,49
1981-11,Manitoba,2016A000246,"Milk sold off farms, total",Kilolitres,195,units ,0,v382208,8.4,20872.0,,,,0,-95,54
1981-11,Manitoba,2016A000246,Fluid purposes,Kilolitres,195,units ,0,v382209,8.5,8966.0,,,,0,-95,54
1981-11,Manitoba,2016A000246,Industrial purposes,Kilolitres,195,units ,0,v382210,8.6,10280.0,,,,0,-95,54
1981-11,Manitoba,2016A000246,Delivered as cream,Kilolitres,195,units ,0,v382211,8.7,1626.0,,,t,0,-95,54
1981-11,Saskatchewan,2016A000247,"Milk sold off farms, total",Kilolitres,195,units ,0,v382215,9.4,15495.0,,,,0,-106,54
1981-11,Saskatchewan,2016A000247,Fluid purposes,Kilolitres,195,units ,0,v382216,9.5,8321.0,,,,0,-106,54
1981-11,Saskatchewan,2016A000247,Industrial purposes,Kilolitres,195,units ,0,v382217,9.6,5439.0,,,,0,-106,54
1981-11,Saskatchewan,2016A000247,Delivered as cream,Kilolitres,195,units ,0,v382218,9.7,1735.0,,,t,0,-106,54
1981-11,Alberta,2016A000248,"Milk sold off farms, total",Kilolitres,195,units ,0,v382222,10.4,42586.0,,,,0,-115,54
1981-11,Alberta,2016A000248,Fluid purposes,Kilolitres,195,units ,0,v382223,10.5,22378.0,,,,0,-115,54
1981-11,Alberta,2016A000248,Industrial purposes,Kilolitres,195,units ,0,v382224,10.6,17371.0,,,,0,-115,54
1981-11,Alberta,2016A000248,Delivered as cream,Kilolitres,195,units ,0,v382225,10.7,2837.0,,,t,0,-115,54
1981-11,British Columbia,2016A000259,"Milk sold off farms, total",Kilolitres,195,units ,0,v382162,11.4,37252.0,,,,0,-127,54
1981-11,British Columbia,2016A000259,Fluid purposes,Kilolitres,195,units ,0,v382163,11.5,25881.0,,,,0,-127,54
1981-11,British Columbia,2016A000259,Industrial purposes,Kilolitres,195,units ,0,v382164,11.6,11294.0,,,,0,-127,54
1981-11,British Columbia,2016A000259,Delivered as cream,Kilolitres,195,units ,0,v382165,11.7,77.0,,,t,0,-127,54
1981-12,Canada,2016A000011124,"Milk sold off farms, total",Kilolitres,195,units ,0,v382155,1.4,552068.0,,,,0,1,1
1981-12,Canada,2016A000011124,Fluid purposes,Kilolitres,195,units ,0,v382156,1.5,226536.0,,,,0,1,1
1981-12,Canada,2016A000011124,Industrial purposes,Kilolitres,195,units ,0,v382157,1.6,311959.0,,,,0,1,1
1981-12,Canada,2016A000011124,Delivered as cream,Kilolitres,195,units ,0,v382158,1.7,13573.0,,,t,0,1,1
1981-12,Newfoundland and Labrador,2016A000210,"Milk sold off farms, total",Kilolitres,195,units ,0,v382166,2.4,759.0,,,,0,-60,53
1981-12,Newfoundland and Labrador,2016A000210,Fluid purposes,Kilolitres,195,units ,0,v382167,2.5,759.0,,,,0,-60,53
1981-12,Newfoundland and Labrador,2016A000210,Industrial purposes,Kilolitres,195,units ,0,v382168,2.6,0.0,,,,0,-60,53
1981-12,Newfoundland and Labrador,2016A000210,Delivered as cream,Kilolitres,195,units ,0,v382169,2.7,0.0,,,t,0,-60,53
1981-12,Prince Edward Island,2016A000211,"Milk sold off farms, total",Kilolitres,195,units ,0,v382173,3.4,6928.0,,,,0,-63,-1
1981-12,Prince Edward Island,2016A000211,Fluid purposes,Kilolitres,195,units ,0,v382174,3.5,1108.0,,,,0,-63,-1
1981-12,Prince Edward Island,2016A000211,Industrial purposes,Kilolitres,195,units ,0,v382175,3.6,5451.0,,,,0,-63,-1
1981-12,Prince Edward Island,2016A000211,Delivered as cream,Kilolitres,195,units ,0,v382176,3.7,369.0,,,t,0,-63,-1
1981-12,Nova Scotia,2016A000212,"Milk sold off farms, total",Kilolitres,195,units ,0,v382180,4.4,14619.0,,,,0,-63,45
1981-12,Nova Scotia,2016A000212,Fluid purposes,Kilolitres,195,units ,0,v382181,4.5,9256.0,,,,0,-63,45
1981-12,Nova Scotia,2016A000212,Industrial purposes,Kilolitres,195,units ,0,v382182,4.6,4950.0,,,,0,-63,45
1981-12,Nova Scotia,2016A000212,Delivered as cream,Kilolitres,195,units ,0,v382183,4.7,413.0,,,t,0,-63,45
1981-12,New Brunswick,2016A000213,"Milk sold off farms, total",Kilolitres,195,units ,0,v382187,5.4,9856.0,,,,0,-66,46
1981-12,New Brunswick,2016A000213,Fluid purposes,Kilolitres,195,units ,0,v382188,5.5,6126.0,,,,0,-66,46
1981-12,New Brunswick,2016A000213,Industrial purposes,Kilolitres,195,units ,0,v382189,5.6,3339.0,,,,0,-66,46
1981-12,New Brunswick,2016A000213,Delivered as cream,Kilolitres,195,units ,0,v382190,5.7,391.0,,,t,0,-66,46
